name,description,latitude,longitude,category
Miller Flat/Joes Valley/Huntingt,"Perhaps the most popular recreation area on the Wasatch Plateau is the Miller Flat/Joes Valley/Huntington Canyon area. The area boundaries are at Huntington Canyon on the north to Wagon Road Ridge on the south, and from the Skyline drive on the west to the east Forest boundary. It’s beautiful, easily accessed from urban areas, and offers a great variety of recreational opportunities. Whether you camp, fish, hunt, hike, explore on OHVs, ride a horse, or enjoy a day on the lake, you can find a place to do it here. You will find developed camping, dispersed camping, lakes and streams, and a network of motorized and non-motorized trails. The scenery is fabulous and there are hundreds of ways to enjoy the outdoors. The closest access is from SR-10 and SR-31. Closest communities are Huntington and Orangeville on the east side of the plateau, although many visitors come through Fairview on the west.",39.454,-111.203,"Ohv, Atv, Free Camping"
Hanna Campground,"Open one week before Memorial Day through one week after Labor Day. NOTE: Walk-in tent sites are open year round. The elevation is 5,600 ft. 13 Sites. Campground is adjacent to Spruce-lined East Spearfish Creek. A wide Spruce-lined meadow is behind campground in front of pine-covered mountains - a scenic and peaceful place to camp. Half the sites are walk-ins. The Spearfish Canyon Scenic Byway begins north of campground at State Rt. 14A. There are limited groceries and gas at Cheyenne Crossing, north of campground.",44.2750067,-103.8507145,Camping
Sheridan North Swim Beach,"The Sheridan Lake North Swim Beach is a busy recreation area in the summer. A picnic area, boat launch, group campground, marina and store are located adjacent to the campground.",43.9806076,-103.4762213,Camping
Cochise Stronghold Campground,"This campground is located in a magnificent, rugged canyon that served the famous Apache Indian leader, Cochise, as a refuge against his enemies. As you enter the East Stronghold Canyon, you pass in the shadow of rocks that quite likely served the Apache warrior as perches for his lookouts. The haunting shapes into which the forces of nature have carved those rocks helps make a visit to this charismatic place an unforgettable experience.Campsites at Cochise Stronghold are shaded by oaks and surrounded by a diverse community of vegetation that includes plants of both the Upper Sonoran and Chihuahuan Desert. To help you become better acquainted with this unusual environment, the Stronghold Nature Trail follows a 0.4 mile barrier-free loop that wanders among the yucca, cactus and rocks. This short, easy stroll provides a self-guided introduction to a number of desert plants as well as some of the principles of desert ecology. It also provides good views of the rocks that form the ramparts of the Stronghold. A barrier-free history trail in the campground tells of the area’s colorful past. If you would like to retrace the steps of this area’s historic residents even deeper into their nearly impenetrable refuge, you may choose to follow the Cochise Trail past dozens of fantastic rock formations as it makes its way across the Dragoons to West Stronghold Canyon and the Council Rocks historic area. Note: No potable water is available in the campground. Black bears in area. Accessible to persons with disabilities.",31.9441,-109.957,Camping
Markleeville Campground,"Located on Markleeville Creek, in the shade of Jeffrey pines and cottonwood trees.",38.6977,-119.7764,Camping
Cherry Creek Campground,Located at the foot of the Quinn Canyon Wilderness. It is a rustic and mostly undeveloped campground in the middle of a pinyon-juniper forest.,38.15349,-115.62531,Camping
Charlton Recreation Area,"Loop A at Charlton Recreation Area will open April 1, 2014 for tent camping. The campground, located 20 miles west of Hot Springs, was closed in early 2011 when heavy rains and flooding caused major damage in the area. The day use area and Loops B and C will open for RV/Tent camping and Day-use Thursday, April 10, 2014. Picnic, swim, hike, and fish along picturesque Walnut Creek, a cold, spring-fed mountain stream in the heart of the Ouachita National Forest. This historic recreation area features a captivating native stone dam that forms the swimming area and rustic bathhouse built by the Civilian Conservation Corps federal work program in 1935.   Printer-friendly information  about Charlton Recreation Area.",34.5168167,-93.3818111,Camping
Olive Lake Campground,"Nestled on the edge of a lake, high in the Blue Mountains of Eastern Oregon, this popular campground is only 8 miles west of the historic Fremont Powerhouse and 12 miles west of the old mining town of Granite.  The campground features 28 campsties and 7 accessible toilet facilities.  Other features include a 2-mile hiking trail around the lake with nearby access to wilderness and scenic area trails, a boat ramp and 2 docks. There is no potable water or garbage service, so please pack your garbage home.   Besides beautiful scenery, the lake offers many opportunities for wildlife viewing--particularly a nesting pair of osprey that return annually.  Activities in this area include fishing, boating, swimming, hiking, hunting, and photography.  Within 20 miles are several historic sites.",44.78344788,-118.5951752,Camping
Tucannon Campground,"Located along the Tucannon River and bordering the Wooten State Wildlife area, the Tucannon Campground has several ponds nearby, managed by the Washington Department of Wildlife. These ponds are stocked with trout, offering excellent fishing opportunities for the entire family. This campground is heavily used from the opening weekend of fishing season, in early spring, through the fall hunting seasons. Tucannon is open for camping year around and is easily accessed by paved roads directly leading to the campground. Please call the Pomeroy Ranger District for current conditions. A fee of $8.00 per night with a $5.00 extra vehicle fee is charged from March 1 through October 31st each year.  From November 1st through February there is no fee charged. Please  Leave-No-Trace .",46.243093,-117.688669,Camping
Mottet Campground,"Located just off the historic Kendall-Skyline Road, this high-level campground offers 6 campsites to choose from that are in close proximity to several wilderness trailheads.  Spend your days hiking in the beautiful and scenic Wenaha-Tucannon Wilderness and your nights relaxing in this tranquil and secluded campground.  Mottet even offers clear, cold, and delicious drinking water, straight from a mountain spring!",45.86839,-117.9603,Camping
Shaws Fork Equestrian Campground,"Provides access to trailheads and has a corral available. This site is also near the historic Civil War battlefield at McDowell, VA.",38.311943,-79.38416,Camping
Sunshine Bar Campground,"Campsites are located on the Wild and Scenic Elk River. Facilities 6 campsites with picnic tables, and fire pits No drinking water 2 vault toilets No garbage disposal - Please pack it out",42.71214583,-124.3109278,Camping
Pleasant Valley Campground,The Pleasant Valley Campground is located approximately 32 miles southwest of Libby on Highway 2. The campground has 7 sites tables and fire rings and able to accomodate up to a 32' rv. There is also a stock area with feed bins and a corral. Campground roads and parking spurs are gravel or native material. Amenities include vault toilets.,48.041956,-115.290964,Camping
Five Mile - Dalton Hwy  BLM   ..,Five Mile - Dalton Hwy  BLM      AMEN:NH VT NR  65.918 -149.816,65.918,-149.816,Camping
Adelanto City Park  CP   ...,Adelanto City Park  CP    SITES:21 EL:2887 AMEN:NH ND NS N$ approx 0.5 mi S  of Adelanto 34.576 -117.408,34.576,-117.408,Free Camping
Big Flat  NF...,Big Flat  NF PH:707.457.3131/707.442.1721   SITES:27  AMEN:NH ND 22ft VT NW NS NR approx 15.9 mi E of Crescent City 41.688 -123.908,41.688,-123.908,Camping
Burlington - Humboldt Redwoods..,Burlington - Humboldt Redwoods State Park  SP PH:707.946.1811   SITES:57  AMEN:NH ND 33ft FT DW SH RS approx 1.1 mi SE of Weott 40.309 -123.909,40.309,-123.909,Camping
Coastal Dunes RV Park  CP...,Coastal Dunes RV Park  CP PH:805.781.4900   SITES:232  AMEN:WES DW SH approx 0.9 mi NW of Oceano 35.108 -120.623,35.108,-120.623,Camping
Fall Creek  NF...,Fall Creek  NF PH:818.899.1900/626.574.1613  COMM:Walk-in only SITES:10 EL:2759 AMEN:NR approx 19.1 mi S  of Palmdale 34.306 -118.159,34.306,-118.159,Camping
Fleming Meadow - Don Pedro Rec..,Fleming Meadow - Don Pedro Rec Area  CP PH:408.262.7731   SITES:195  AMEN:E DP FT DW SH approx 4.0 mi NE of La Grange 37.701 -120.408,37.701,-120.408,Camping
Gurnsey Creek  NF...,Gurnsey Creek  NF PH:530.258.2141/530.257.2151 mid may-late sep  SITES:30 EL:4813 AMEN:NH ND 25ft VT DW NS RS approx 10.2 mi W of Chester 40.309 -121.426,40.309,-121.426,Camping
Hole In The Ground  NF...,Hole In The Ground  NF PH:530.258.2141/530.257.2151   SITES:13 EL:4357 AMEN:NH ND 25ft VT DW NS NR approx 3.2 mi SE of Mineral 40.31 -121.561,40.31,-121.561,Camping
Holey Meadow  NM    SITES:10...,Holey Meadow  NM    SITES:10 EL:6614 AMEN:NH 16ft VT DW NR approx 23.4 mi E of Porterville 35.954 -118.622,35.954,-118.622,Camping
Hospital Flat  NF...,Hospital Flat  NF PH:760.379.5646/559.784.1500 mid may-mid sep  SITES:40 EL:2956 AMEN:NH ND 30ft VT DW NS RS approx 5.4 mi N  of Kernville 35.829 -118.458,35.829,-118.458,Camping
Hume Lake  NF...,Hume Lake  NF PH:559.338.2251/559.784.1500 mid may-mid sep  SITES:74 EL:5318 AMEN:NH ND 41ft FT DW NS RS approx 0.7 mi NE of Hume 36.794 -118.908,36.794,-118.908,Camping
Indian Cove - Joshua Tree...,Indian Cove - Joshua Tree National Park  NP PH:760.362.4367 all year  SITES:101 EL:3225 AMEN:NH ND 35ft VT DW NS RS PA approx 6.6 mi SW of Twentynine Palms 34.094 -116.158,34.094,-116.158,Camping
Indian Creek  BLM   COMM:hot...,Indian Creek  BLM   COMM:hot showers  EL:5663 AMEN:NH DP 30ft FTVT DW SH NR approx 3.5 mi N  of Markleeville 38.744 -119.783,38.744,-119.783,Camping
Indian Springs  NF...,Indian Springs  NF PH:530.288.3231/530.265.4531 mid may-mid sep  SITES:34 EL:5509 AMEN:NH ND 25ft VT NW NS RS approx 5.6 mi E of Emigrant Gap 39.329 -120.57,39.329,-120.57,Camping
Laguna Seca  CP...,Laguna Seca  CP PH:831.755.4899   SITES:172  AMEN:E DP FT DW SH approx 8.8 mi SW of Salinas 36.579 -121.755,36.579,-121.755,Camping
Lone Rock  NF...,Lone Rock  NF PH:530.283.0555/530.283.2050 mid may-mid oct  SITES:38 EL:5052 AMEN:NH ND 45ft VT DW NS NR approx 14.4 mi NE of Taylorsville 40.192 -120.613,40.192,-120.613,Camping
Lower Lee Vining  NF...,Lower Lee Vining  NF PH:760.647.3045/760.873.2400   SITES:60 EL:7871 AMEN:NH ND 40ft PT NW NS NR approx 2.9 mi SW of Lee Vining 37.928 -119.158,37.928,-119.158,Camping
Lupine  NF...,Lupine  NF PH:661.296.9710/626.574.1613 all year  SITES:11 EL:6575 AMEN:NH 16ft VT NW RS approx 2.9 mi SW of Wrightwood 34.329 -117.667,34.329,-117.667,Camping
Oceano Dunes State Veh Rec...,Oceano Dunes State Veh Rec Area  SRVA PH:805.773.7170/805.473  COMM:few facil   AMEN:NH ND VT NW NS RS L$ approx 0.5 mi SW of Oceano 35.093 -120.617,35.093,-120.617,Camping
Petaluma Lake Area Military ...,Petaluma Lake Area Military  MIL PH:707.765.7341  COMM:military only - do not use our lat/lon - contact them for directions and info   AMEN:RS approx 8.0 mi W of Petaluma 38.247 -122.783,38.247,-122.783,Camping
Pfeiffer Big Sur State Park ...,Pfeiffer Big Sur State Park  SP PH:831.667.2315 mid may-late dec  SITES:158  AMEN:NH DP 32ft FT DW SH RS approx 2.1 mi SE of Big Sur 36.249 -121.783,36.249,-121.783,Camping
Pine Flat Rec Area  CP...,Pine Flat Rec Area  CP PH:559.488.3004   SITES:52  AMEN:FT DW approx 24.7 mi E of Fresno 36.829 -119.338,36.829,-119.338,Camping
Reservoir F  NF...,Reservoir F  NF PH:530.667.2246/530.233.5811 mid may-mid oct  SITES:9 EL:4984 AMEN:NH ND 22ft VT NW NS NR N$ approx 18.3 mi W of Alturas 41.579 -120.874,41.579,-120.874,Free Camping
Salmon Creek  NF...,Salmon Creek  NF PH:530.288.3231/530.265.4531 early jun-mid oct  SITES:32 EL:5837 AMEN:NH ND 25ft VT DW NS RS approx 4.3 mi N of Sierra City 39.626 -120.614,39.626,-120.614,Camping
Southwest - Lassen Volcanic...,Southwest - Lassen Volcanic National Park  NP PH:530.595.4480  COMM:walk to sites only  EL:6739 AMEN:NR approx 7.7 mi N  of Mill Creek 40.437 -121.533,40.437,-121.533,Camping
Thornhill Broome - Point Mugu...,Thornhill Broome - Point Mugu State Park  SP PH:818.880.0363  COMM:RV park on beach   AMEN:NH 31ft PT RS approx 12.7 mi SW of Thousand Oaks 34.082 -119.033,34.082,-119.033,Camping
William Kent  NF...,William Kent  NF PH:530.543.2600/530.543.2600 mid may-mid oct  SITES:95 EL:6325 AMEN:NH DP 24ft FT DW NS RS approx 2.2 mi S  of Tahoe City 39.139 -120.158,39.139,-120.158,Camping
Castle Creek  NF...,Castle Creek  NF PH:208.983.1963/208.983.1950   SITES:10 EL:2746 AMEN:NH ND NS NR  45.829 -115.968,45.829,-115.968,Camping
Dagger Falls  NF...,Dagger Falls  NF PH:208.849.4101/208.756.5100   SITES:14 EL:5768 AMEN:NH ND NS NR approx 27.4 mi NW of Stanley 44.528 -115.283,44.528,-115.283,Camping
Evans Landing  NF...,Evans Landing  NF PH:208.263.5111/208.765.7223   SITES:10 EL:2185 AMEN:NR approx 5.8 mi NE of Careywood 48.075 -116.533,48.075,-116.533,Camping
Green Bay  NF    SITES:11...,Green Bay  NF    SITES:11 EL:2146 AMEN:NH ND VT NS NR approx 9.5 mi SE of Sandpoint 48.178 -116.408,48.178,-116.408,Camping
Huckleberry  NF...,Huckleberry  NF PH:208.253.0100/208.634.0700   SITES:9 EL:4888 AMEN:NH ND NS NR approx 26.0 mi N  of Council 45.084 -116.616,45.084,-116.616,Camping
Juniper Park - Ririe Reservoir..,Juniper Park - Ririe Reservoir  CP PH:208.538.7285   SITES:49 EL:5210 AMEN:WES approx 16.2 mi E of Idaho Falls 43.579 -111.735,43.579,-111.735,Camping
Lower Penstemon  NF...,Lower Penstemon  NF PH:208.678.0430/208.737.3200 early jun-late aug  SITES:5 EL:6600 AMEN:NH ND NS RS PA approx 34.3 mi SW of Burley 42.197 -114.283,42.197,-114.283,Camping
McClendon Spring  BLM    ...,McClendon Spring  BLM     EL:5341 AMEN:NH ND VT NW NS NR  43.336 -113.408,43.336,-113.408,Camping
McCrea Bridge  NF...,McCrea Bridge  NF PH:208.558.7301/208.557.5760 mid may-mid sep  SITES:23 EL:6335 AMEN:NH ND 40ft VT DW NS RS approx 2.5 mi NW of Island Park 44.454 -111.4,44.454,-111.4,Camping
Mountain View  NF...,Mountain View  NF PH:208.259.3361/208.373.4100   SITES:14 EL:3848 AMEN:NH ND 50ft VT NW NS NR approx 0.8 mi E of Lowman 44.079 -115.603,44.079,-115.603,Camping
North Fork Overflow  NF...,North Fork Overflow  NF PH:208.847.0375/208.557.5760 mid may-mid sep  SITES:10 EL:6962 AMEN:NH ND NW NS NR N$ approx 15.7 mi SW of Bear Lake 42.096 -111.533,42.096,-111.533,Free Camping
Rainbow Point  NF...,Rainbow Point  NF PH:208.382.7400/208.373.4100 mid may-mid sep  SITES:12 EL:4895 AMEN:NH ND 40ft VT NW NS RS L$ approx 3.2 mi SW of Donnelly 44.704 -116.132,44.704,-116.132,Camping
Riverside  NF...,Riverside  NF PH:208.259.3361/208.373.4100 early jul-late oct  SITES:8 EL:5300 AMEN:NH ND NS RS approx 18.1 mi N  of Lowman 44.341 -115.658,44.341,-115.658,Camping
Sheep Trail  NF...,Sheep Trail  NF PH:208.727.5000/208.737.3200 early jun-mid sep  SITES:8 EL:6585 AMEN:NH ND NS RS approx 8.5 mi NW of Stanley 44.306 -115.055,44.306,-115.055,Camping
Shiefer  NF...,Shiefer  NF PH:208.634.0400/208.634.0700   SITES:5 EL:2795 AMEN:NR approx 7.2 mi E of Warren 45.237 -115.533,45.237,-115.533,Camping
Silver Creek  NF...,Silver Creek  NF PH:208.365.7000/208.373.4100 mid may-mid oct  SITES:5 EL:4652 AMEN:NH ND 30ft VT DW NS RS PA approx 17.0 mi SE of Cascade 44.354 -115.783,44.354,-115.783,Camping
Sublett  NF...,Sublett  NF PH:208.678.0430/208.737.3200   SITES:11 EL:5436 AMEN:NH ND NS NR approx 42.9 mi E of Burley 42.329 -112.999,42.329,-112.999,Camping
Thompson Flat  NF...,Thompson Flat  NF PH:208.678.0430 early jul-late sep   EL:8068 AMEN:NH ND NS RS approx 6.2 mi S  of Albion 42.329 -113.621,42.329,-113.621,Camping
Timber Creek  NF...,Timber Creek  NF PH:208.588.3400/208.756.5100   SITES:12 EL:7280 AMEN:NH ND NS NR approx 19.8 mi S  of Leadore 44.396 -113.408,44.396,-113.408,Camping
Basin Canyon  NF...,Basin Canyon  NF PH:406.287.3223/406.683.3900   SITES:6 EL:5928 AMEN:NH ND 16ft VT NW NS NR approx 23.8 mi NE of Butte 46.31 -112.306,46.31,-112.306,Camping
Beaver Creek County Park  CP...,Beaver Creek County Park  CP PH:406.395.4565    EL:3665approx 16.9 mi S  of Havre 48.306 -109.66,48.306,-109.66,Camping
Bowman Lake - Glacier National..,Bowman Lake - Glacier National Park  NP PH:406.888.7800   SITES:50 EL:4049 AMEN:NH ND NR approx 5.8 mi NE of Polebridge 48.829 -114.203,48.829,-114.203,Camping
Copper Creek  NF...,Copper Creek  NF PH:406.362.4265/406.449.5201   SITES:20 EL:5322 AMEN:NH ND 35ft VT DW NS NR approx 9.0 mi N of Lincoln 47.078 -112.619,47.078,-112.619,Camping
Dearborn FAS  SFW  ...,Dearborn FAS  SFW   COMM:difficut access - Fish/Wildlife sites may have few facilitiies  EL:3475 AMEN:NH ND VT NW NS NR L$ approx 14.0 mi SW of Cascade 47.126 -111.908,47.126,-111.908,Camping
Divide Bridge  BLM...,Divide Bridge  BLM PH:406.533.7600   SITES:25 EL:5446 AMEN:NH ND NS NR approx 5.3 mi SW of Divide 45.757 -112.783,45.757,-112.783,Camping
Doris Creek  NF...,Doris Creek  NF PH:406.387.3800/406.758.5200   SITES:10 EL:3629 AMEN:NH ND NS NR approx 10.5 mi SE of Columbia Falls 48.305 -113.981,48.305,-113.981,Camping
Hill County Beaver Creek Park ..,Hill County Beaver Creek Park  CP PH:406.395.4565    EL:4100approx 21.3 mi S  of Havre 48.243 -109.658,48.243,-109.658,Camping
Lid Creek  NF...,Lid Creek  NF PH:406.387.3800/406.758.5200 mid may-late sep  SITES:30 EL:3596 AMEN:NH ND 32ft VT NW NS RS approx 9.8 mi SE of Hungry Horse 48.286 -113.908,48.286,-113.908,Camping
Limber Pine  NF...,Limber Pine  NF PH:406.446.2103/406.657.6200 mid may-late aug  SITES:13 EL:7185 AMEN:NH ND 30ft VT DW NS RS PA L$ approx 11.8 mi SW of Red Lodge 45.059 -109.408,45.059,-109.408,Camping
Lost Johnny  NF...,Lost Johnny  NF PH:406.387.3800/406.758.5200   SITES:5 EL:3570 AMEN:NH ND 50ft VT DW NS NR L$ approx 6.9 mi SE of Hungry Horse 48.306 -113.968,48.306,-113.968,Camping
Lost Johnny Point  NF...,Lost Johnny Point  NF PH:406.387.3800/406.758.5200   SITES:30 EL:3599 AMEN:NH ND 40ft VT DW NS NR L$ approx 6.9 mi SE of Hungry Horse 48.31 -113.963,48.31,-113.963,Camping
May Creek  NF...,May Creek  NF PH:406.689.3243/406.683.3900   SITES:21 EL:6398 AMEN:NH ND 30ft VT DW NS NR approx 16.2 mi W of Wisdom 45.651 -113.783,45.651,-113.783,Camping
Sanford Park - Lake Elwell -...,Sanford Park - Lake Elwell - USBR  BOR PH:406.759.5077 all year   EL:2851 AMEN:NH ND NW NS approx 14.9 mi S  of Chester 48.309 -111.086,48.309,-111.086,Camping
Alsea Falls  BLM...,Alsea Falls  BLM PH:541.574.3100     AMEN:NH NR approx 10.1 mi W of Monroe 44.329 -123.499,44.329,-123.499,Camping
Apserkaha Park  - Howard...,Apserkaha Park  - Howard Prairie Lake  CP PH:541.774.8183   SITES:9 EL:4600 AMEN:WE ND VT SH approx 16.3 mi E of Ashland 42.204 -122.391,42.204,-122.391,Camping
Breitenbush Lake  NF...,Breitenbush Lake  NF PH:503.630.6861/503.668.1700   SITES:20 EL:5548 AMEN:NH ND NS NR approx 18.2 mi E of Detroit 44.768 -121.783,44.768,-121.783,Camping
Cold Spring  NF...,Cold Spring  NF PH:541.549.7700/541.383.5300   SITES:23 EL:3425 AMEN:NH ND NS NR approx 4.2 mi W of Sisters 44.311 -121.629,44.311,-121.629,Camping
Deschutes River State Rec Area..,Deschutes River State Rec Area  SRA PH:541.739.2322 all year    AMEN:E ND 40ft NS RS L$ approx 13.4 mi E of The Dalles 45.635 -120.908,45.635,-120.908,Camping
Elkhorn  NF...,Elkhorn  NF PH:541.416.6449/541.416.6500   SITES:5 EL:4518 AMEN:NH ND NS NR approx 29.7 mi SE of Prineville 44.079 -120.32,44.079,-120.32,Camping
Gerber Reservoir  BLM...,Gerber Reservoir  BLM PH:541.883.6916    EL:4836 AMEN:NH DP 30ft NS NR approx 14.2 mi E of Bonanza 42.204 -121.129,42.204,-121.129,Camping
Imnaha  NF...,Imnaha  NF PH:541.865.2700/541.618.2200   SITES:5 EL:3862 AMEN:NH ND NS NR L$ approx 16.3 mi NE of Butte Falls 42.704 -122.332,42.704,-122.332,Camping
Lick Creek  NF...,Lick Creek  NF PH:541.426.4978/541.523.6391   SITES:10 EL:5459 AMEN:NH ND NS NR approx 16.6 mi SE of Joseph 45.158 -117.033,45.158,-117.033,Camping
Ochoco Lake  SP...,Ochoco Lake  SP PH:541.447.1209    EL:3146 AMEN:NH ND NS NR approx 6.7 mi E of Prineville 44.306 -120.7,44.306,-120.7,Camping
Pendleton Springs Camp  NF...,Pendleton Springs Camp  NF PH:541.573.4300/541.575.3000   SITES:10 EL:6237 AMEN:NR  43.94 -119.533,43.94,-119.533,Camping
Rainbow  NF...,Rainbow  NF PH:503.630.6861/503.668.1700 mid may-late aug  SITES:17 EL:1503 AMEN:NH ND 24ft NS RS approx 20.3 mi SE of Estacada 45.079 -122.043,45.079,-122.043,Camping
Round Lake  NF...,Round Lake  NF PH:541.549.7700/541.383.5300   SITES:6 EL:4337 AMEN:NH ND NS NR N$ approx 15.6 mi NW of Sisters 44.442 -121.783,44.442,-121.783,Free Camping
Trout Farm  NF...,Trout Farm  NF PH:541.820.3800/541.575.3000   SITES:25 EL:4892 AMEN:NH ND NS NR approx 13.4 mi SE of Prairie City 44.305 -118.552,44.305,-118.552,Camping
Twin Lakes  NF...,Twin Lakes  NF PH:541.426.4978/541.523.6391   SITES:8 EL:6483 AMEN:NH ND NS NR approx 14.0 mi N of Halfway 45.079 -117.055,45.079,-117.055,Camping
West Eagle  NF...,West Eagle  NF PH:541.963.7186/541.523.6391   SITES:18 EL:5486 AMEN:NH ND NS NR approx 34.2 mi SE of La Grande 45.079 -117.476,45.079,-117.476,Camping
Willow Lake County Park  CP...,Willow Lake County Park  CP PH:541.774.8183   SITES:65  AMEN:WE DP FT DW SH approx  mi  of Butte Falls 42.204 -122.391,42.204,-122.391,Camping
Bumping Crossing  NF...,Bumping Crossing  NF PH:509.653.1410/509.664.9200   SITES:45 EL:3373 AMEN:NR approx 9.0 mi NE of American River 46.879 -121.283,46.879,-121.283,Camping
Jefferson County Fairgrounds ...,Jefferson County Fairgrounds  CP PH:360.385.1013   SITES:80  AMEN:WES DP DW SH approx 1.6 mi NW of Port Townsend 48.135 -122.783,48.135,-122.783,Camping
Lone Fir  NF...,Lone Fir  NF PH:509.996.4003/509.664.9200   SITES:27 EL:3625 AMEN:NH ND 20ft NS NR N$ approx 10.1 mi W of Mazama 48.581 -120.624,48.581,-120.624,Free Camping
Memorial - Boulder Creek -...,Memorial - Boulder Creek - WDFW  SFW   COMM:Fish/Wildlife sites may have few facilitiies  EL:2056 AMEN:NH ND VT NS NR N$ approx 7.0 mi N of Winthrop 48.579 -120.174,48.579,-120.174,Free Camping
Money Creek  NF...,Money Creek  NF PH:360.677.2414/425.783.6000 early jun-mid sep  SITES:23 EL:2208 AMEN:NH ND NS RS approx 2.6 mi NW of Skykomish 47.729 -121.408,47.729,-121.408,Camping
Moore Point  NF...,Moore Point  NF PH:509.682.2576/509.664.9200  COMM:private boat or ferry from Chelan SITES:6  AMEN:NR approx 5.4 mi S  of Stehekin 48.236 -120.616,48.236,-120.616,Camping
Panjab  NF...,Panjab  NF PH:509.843.1891/541.278.3716   SITES:6 EL:3031 AMEN:NR approx 15.2 mi SE of Dayton 46.204 -117.706,46.204,-117.706,Camping
Peterson Prairie  NF...,Peterson Prairie  NF PH:509.395.3401/360.891.5001 early jun-mid sep  SITES:35 EL:3015 AMEN:NH ND 32ft NS RS approx 6.5 mi W of Trout Lake 45.969 -121.658,45.969,-121.658,Camping
Soda Springs  NF...,Soda Springs  NF PH:360.497.1105/360.891.5001   SITES:13 EL:3271 AMEN:NH ND NS NR approx 11.3 mi NE of Packwood 46.704 -121.48,46.704,-121.48,Camping
Sullivan Lake  NF...,Sullivan Lake  NF PH:801.226.3564 mid may-late aug  SITES:40 EL:3343 AMEN:NH RS NP approx 4.1 mi E of Metaline Falls 48.861 -117.283,48.861,-117.283,Camping
Swauk  NF...,Swauk  NF PH:509.852.1100/509.664.9200   SITES:47 EL:3192 AMEN:NH ND NS NR approx 16.1 mi NE of Cle Elum 47.329 -120.658,47.329,-120.658,Camping
Texas Rapids - Snake River ...,Texas Rapids - Snake River  COE      AMEN:NH ND FT NS NR approx 9.7 mi SW of Hay 46.579 -118.058,46.579,-118.058,Camping
Trout Lake Creek  NF...,Trout Lake Creek  NF PH:509.395.3400  COMM:rough road - RVs not recommended  EL:2185 AMEN:NH ND VT NW NS NR L$ approx 11.8 mi W of Leavenworth 47.56 -120.908,47.56,-120.908,Camping
Hobble Creek  NF...,Hobble Creek  NF PH:307.877.4415/307.739.5500   SITES:18 EL:7375 AMEN:NH ND 30ft VT DW NS NR L$ approx 23.6 mi N of Cokeville 42.399 -110.783,42.399,-110.783,Camping
Sacajawea  NF...,Sacajawea  NF PH:307.276.3375/307.739.5500   SITES:24 EL:8848 AMEN:NH ND 40ft VT DW NS NR L$ approx 22.0 mi W of Big Piney 42.617 -110.533,42.617,-110.533,Camping
Black Canyon Rim  NF...,Black Canyon Rim  NF PH:928.537.8888/928.333.4301 mid may-mid nov  SITES:21 EL:7598 AMEN:NH ND 16ft VT DW NS NR approx 4.0 mi SE of Forest Lakes 34.305 -110.743,34.305,-110.743,Camping
Bog Springs  NF...,Bog Springs  NF PH:520.281.2296/520.388.8300   SITES:13 EL:5023 AMEN:NH ND 22ft VT DW NS NR L$ approx 11.2 mi SE of Green Valley 31.727 -110.876,31.727,-110.876,Camping
Christopher Creek  NF...,Christopher Creek  NF PH:928.474.7901/602.225.5201 early apr-late oct  SITES:43 EL:5715 AMEN:NH ND 45ft VT DW NS RS approx 17.4 mi E of Payson 34.308 -111.035,34.308,-111.035,Camping
RIM/Rim  NF...,RIM/Rim  NF PH:928.537.8888/928.333.4301 mid may-mid sep  SITES:26 EL:7575 AMEN:NH DP 32ft VT DW NS NR approx 6.6 mi W of Forest Lakes 34.306 -110.908,34.306,-110.908,Camping
Second Crossing  NF...,Second Crossing  NF PH:928.474.7901/602.225.5201   SITES:10 EL:5108 AMEN:NR approx 9.0 mi N of Payson 34.356 -111.283,34.356,-111.283,Camping
Sharp Creek  NF...,Sharp Creek  NF PH:928.474.7901/602.225.5201 early apr-late oct  SITES:28 EL:6040 AMEN:NH ND 45ft VT DW NS RS PA approx 19.5 mi E of Payson 34.307 -110.996,34.307,-110.996,Camping
Sinkhole  NF...,Sinkhole  NF PH:928.537.8888/928.333.4301 mid may-mid oct  SITES:26 EL:7579 AMEN:NH DP 32ft VT DW NS NR approx 5.4 mi SW of Forest Lakes 34.306 -110.886,34.306,-110.886,Camping
Tonto Creek  NF     EL:5423...,Tonto Creek  NF     EL:5423 AMEN:NH ND NS NR approx 14.9 mi NE of Payson 34.329 -111.093,34.329,-111.093,Camping
Fulford Cave  NF...,Fulford Cave  NF PH:970.328.6388/970.945.2521 mid jun-mid oct  SITES:7 EL:9446 AMEN:NH ND 20ft VT NW NS NR L$ approx 14.5 mi SE of Eagle 39.492 -106.658,39.492,-106.658,Camping
Kite Lake  NF...,Kite Lake  NF PH:719.836.2031/719.545.8737 mid may-mid sep  SITES:5 EL:12057 AMEN:NH ND VT NW NS NR approx 4.7 mi NW of Alma 39.329 -106.128,39.329,-106.128,Camping
Maybell Bridge - Yampa River...,Maybell Bridge - Yampa River State Park  SP PH:970.276.2061   SITES:9 EL:5919 AMEN:NH ND NS RS approx 25.6 mi W of Craig 40.501 -108.033,40.501,-108.033,Camping
Pawnee  NF...,Pawnee  NF PH:303.541.2500/970.295.6600 mid jun-  SITES:55 EL:10374 AMEN:NH ND 45ft VT DW NS RS approx 8.7 mi N  of Nederland 40.079 -105.569,40.079,-105.569,Camping
